Pression, tour moteur, température, AFR, Duréé injection, Papillon, Cible AFR 
39.12 , 1830 , 31 , 153.00 , 4713.80 , 22.00 , 105.00
40.05 , 1787 , 30 , 156.00 , 4699.75 , 22.00 , 105.00
40.05 , 1771 , 30 , 156.00 , 4694.53 , 22.00 , 105.00
39.74 , 1761 , 30 , 158.00 , 4691.26 , 22.00 , 105.00
40.36 , 1758 , 31 , 158.00 , 4690.28 , 22.00 , 105.00
39.74 , 1817 , 30 , 154.00 , 4709.55 , 22.00 , 105.00
40.05 , 1786 , 30 , 154.00 , 4699.43 , 22.00 , 105.00
39.43 , 1767 , 31 , 153.00 , 4693.22 , 22.00 , 105.00
39.43 , 1825 , 30 , 153.00 , 4712.17 , 22.00 , 105.00
39.74 , 1785 , 30 , 153.00 , 4699.10 , 22.00 , 105.00
40.05 , 1770 , 31 , 153.00 , 4694.20 , 22.00 , 105.00
39.43 , 1823 , 30 , 154.00 , 4711.51 , 22.00 , 105.00
39.74 , 1788 , 30 , 154.00 , 4700.08 , 22.00 , 105.00
39.43 , 1767 , 30 , 153.00 , 4693.22 , 22.00 , 105.00
39.43 , 1827 , 30 , 153.00 , 4712.82 , 22.00 , 105.00
39.43 , 1786 , 30 , 154.00 , 4699.43 , 22.00 , 105.00
40.05 , 1769 , 30 , 154.00 , 4693.87 , 22.00 , 105.00
39.43 , 1823 , 31 , 153.00 , 4711.51 , 22.00 , 105.00
39.74 , 1788 , 30 , 153.00 , 4700.08 , 22.00 , 105.00
39.43 , 1768 , 31 , 153.00 , 4693.55 , 22.00 , 105.00
39.74 , 1828 , 31 , 153.00 , 4713.15 , 22.00 , 105.00
39.43 , 1787 , 31 , 153.00 , 4699.75 , 22.00 , 105.00
40.05 , 1771 , 31 , 153.00 , 4694.53 , 22.00 , 105.00
39.43 , 1823 , 30 , 153.00 , 4711.51 , 22.00 , 105.00
39.74 , 1788 , 30 , 153.00 , 4700.08 , 22.00 , 105.00
39.12 , 1833 , 30 , 153.00 , 4714.78 , 22.00 , 105.00
39.74 , 1793 , 30 , 153.00 , 4701.71 , 22.00 , 105.00
39.74 , 1835 , 30 , 153.00 , 4715.43 , 22.00 , 105.00
39.43 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.43 , 1769 , 31 , 153.00 , 4693.87 , 22.00 , 105.00
39.74 , 1829 , 30 , 153.00 , 4713.47 , 22.00 , 105.00
39.12 , 1787 , 31 , 153.00 , 4699.75 , 22.00 , 105.00
39.43 , 1837 , 30 , 153.00 , 4716.09 , 22.00 , 105.00
39.12 , 1791 , 30 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1839 , 31 , 153.00 , 4716.74 , 22.00 , 105.00
39.12 , 1792 , 30 , 153.00 , 4701.39 , 22.00 , 105.00
39.43 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
39.12 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
40.05 , 1774 , 30 , 153.00 , 4695.51 , 22.00 , 105.00
39.43 , 1825 , 30 , 153.00 , 4712.17 , 22.00 , 105.00
39.74 , 1789 , 31 , 153.00 , 4700.41 , 22.00 , 105.00
39.12 , 1834 , 31 , 153.00 , 4715.11 , 22.00 , 105.00
39.74 , 1795 , 31 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1836 , 30 , 153.00 , 4715.76 , 22.00 , 105.00
39.74 , 1795 , 30 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1836 , 30 , 153.00 , 4715.76 , 22.00 , 105.00
39.43 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1837 , 30 , 153.00 , 4716.09 , 22.00 , 105.00
39.74 , 1795 , 31 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1836 , 31 , 153.00 , 4715.76 , 22.00 , 105.00
39.43 , 1795 , 30 , 153.00 , 4702.37 , 22.00 , 105.00
38.81 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.74 , 1793 , 30 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1835 , 31 , 153.00 , 4715.43 , 22.00 , 105.00
39.43 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.12 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.74 , 1795 , 30 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1836 , 30 , 153.00 , 4715.76 , 22.00 , 105.00
39.12 , 1795 , 31 , 153.00 , 4702.37 , 22.00 , 105.00
38.81 , 1836 , 30 , 153.00 , 4715.76 , 22.00 , 105.00
39.43 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.43 , 1835 , 30 , 153.00 , 4715.43 , 22.00 , 105.00
39.12 , 1861 , 31 , 153.00 , 4723.93 , 22.00 , 105.00
38.81 , 1802 , 30 , 153.00 , 4704.65 , 22.00 , 105.00
39.74 , 1780 , 31 , 153.00 , 4697.47 , 22.00 , 105.00
39.43 , 1828 , 31 , 153.00 , 4713.15 , 22.00 , 105.00
39.74 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1835 , 31 , 152.00 , 4715.43 , 22.00 , 105.00
39.74 , 1794 , 31 , 152.00 , 4702.04 , 22.00 , 105.00
39.43 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.74 , 1795 , 30 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1836 , 30 , 153.00 , 4715.76 , 22.00 , 105.00
38.81 , 1862 , 31 , 153.00 , 4724.25 , 22.00 , 105.00
39.12 , 1803 , 31 , 153.00 , 4704.98 , 22.00 , 105.00
39.74 , 1779 , 30 , 153.00 , 4697.14 , 22.00 , 105.00
38.81 , 1829 , 31 , 153.00 , 4713.47 , 22.00 , 105.00
39.12 , 1860 , 31 , 153.00 , 4723.60 , 22.00 , 105.00
38.81 , 1802 , 31 , 153.00 , 4704.65 , 22.00 , 105.00
39.12 , 1779 , 31 , 153.00 , 4697.14 , 22.00 , 105.00
39.12 , 1828 , 31 , 153.00 , 4713.15 , 22.00 , 105.00
39.12 , 1859 , 31 , 153.00 , 4723.27 , 22.00 , 105.00
38.81 , 1802 , 31 , 153.00 , 4704.65 , 22.00 , 105.00
38.81 , 1844 , 31 , 153.00 , 4718.37 , 22.00 , 105.00
39.12 , 1795 , 31 , 153.00 , 4702.37 , 22.00 , 105.00
39.12 , 1841 , 31 , 153.00 , 4717.39 , 22.00 , 105.00
39.12 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.12 , 1841 , 31 , 153.00 , 4717.39 , 22.00 , 105.00
39.12 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
38.81 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
38.81 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.12 , 1841 , 31 , 153.00 , 4717.39 , 22.00 , 105.00
38.81 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.43 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
38.81 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.43 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
38.81 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.43 , 1840 , 31 , 153.00 , 4717.07 , 22.00 , 105.00
38.49 , 1861 , 31 , 153.00 , 4723.93 , 22.00 , 105.00
39.12 , 1808 , 31 , 153.00 , 4706.61 , 22.00 , 105.00
39.12 , 1845 , 31 , 153.00 , 4718.70 , 22.00 , 105.00
38.81 , 1798 , 31 , 153.00 , 4703.35 , 22.00 , 105.00
39.12 , 1838 , 31 , 153.00 , 4716.41 , 22.00 , 105.00
39.43 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
39.12 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.43 , 1794 , 31 , 153.00 , 4702.04 , 22.00 , 105.00
38.81 , 1836 , 31 , 153.00 , 4715.76 , 22.00 , 105.00
39.12 , 1863 , 31 , 153.00 , 4724.58 , 22.00 , 105.00
38.81 , 1805 , 31 , 153.00 , 4705.63 , 22.00 , 105.00
39.43 , 1779 , 31 , 153.00 , 4697.14 , 22.00 , 105.00
39.43 , 1829 , 31 , 156.00 , 4713.47 , 22.00 , 105.00
40.05 , 1790 , 31 , 156.00 , 4700.73 , 22.00 , 105.00
39.43 , 1768 , 31 , 158.00 , 4693.55 , 22.00 , 105.00
39.74 , 1828 , 31 , 158.00 , 4713.15 , 22.00 , 105.00
39.43 , 1787 , 31 , 154.00 , 4699.75 , 22.00 , 105.00
40.05 , 1770 , 31 , 154.00 , 4694.20 , 22.00 , 105.00
39.12 , 1825 , 31 , 153.00 , 4712.17 , 22.00 , 105.00
39.74 , 1788 , 31 , 153.00 , 4700.08 , 22.00 , 105.00
39.12 , 1831 , 31 , 153.00 , 4714.13 , 22.00 , 105.00
39.74 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1769 , 31 , 153.00 , 4693.87 , 22.00 , 105.00
39.74 , 1828 , 31 , 153.00 , 4713.15 , 22.00 , 105.00
39.12 , 1787 , 31 , 153.00 , 4699.75 , 22.00 , 105.00
39.43 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.43 , 1790 , 31 , 153.00 , 4700.73 , 22.00 , 105.00
39.43 , 1773 , 31 , 153.00 , 4695.18 , 22.00 , 105.00
39.12 , 1823 , 31 , 153.00 , 4711.51 , 22.00 , 105.00
39.74 , 1788 , 31 , 153.00 , 4700.08 , 22.00 , 105.00
39.12 , 1832 , 31 , 153.00 , 4714.45 , 22.00 , 105.00
39.74 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.43 , 1834 , 31 , 153.00 , 4715.11 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.43 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.43 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1834 , 31 , 153.00 , 4715.11 , 22.00 , 105.00
39.74 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1834 , 31 , 153.00 , 4715.11 , 22.00 , 105.00
39.43 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1768 , 31 , 153.00 , 4693.55 , 22.00 , 105.00
39.12 , 1826 , 31 , 153.00 , 4712.49 , 22.00 , 105.00
39.12 , 1784 , 31 , 153.00 , 4698.77 , 22.00 , 105.00
39.43 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.12 , 1789 , 31 , 153.00 , 4700.41 , 22.00 , 105.00
39.74 , 1771 , 31 , 153.00 , 4694.53 , 22.00 , 105.00
39.12 , 1823 , 31 , 153.00 , 4711.51 , 22.00 , 105.00
39.74 , 1787 , 31 , 153.00 , 4699.75 , 22.00 , 105.00
39.12 , 1832 , 31 , 153.00 , 4714.45 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1769 , 31 , 153.00 , 4693.87 , 22.00 , 105.00
39.74 , 1827 , 31 , 153.00 , 4712.82 , 22.00 , 105.00
39.12 , 1785 , 31 , 153.00 , 4699.10 , 22.00 , 105.00
39.74 , 1770 , 31 , 153.00 , 4694.20 , 22.00 , 105.00
39.43 , 1823 , 31 , 153.00 , 4711.51 , 22.00 , 105.00
40.05 , 1788 , 31 , 153.00 , 4700.08 , 22.00 , 105.00
39.43 , 1832 , 31 , 153.00 , 4714.45 , 22.00 , 105.00
39.74 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1834 , 31 , 153.00 , 4715.11 , 22.00 , 105.00
39.43 , 1793 , 31 , 153.00 , 4701.71 , 22.00 , 105.00
39.12 , 1769 , 31 , 153.00 , 4693.87 , 22.00 , 105.00
39.74 , 1826 , 31 , 153.00 , 4712.49 , 22.00 , 105.00
39.12 , 1852 , 31 , 153.00 , 4720.99 , 22.00 , 105.00
39.43 , 1802 , 31 , 153.00 , 4704.65 , 22.00 , 105.00
39.12 , 1773 , 31 , 153.00 , 4695.18 , 22.00 , 105.00
39.43 , 1828 , 31 , 153.00 , 4713.15 , 22.00 , 105.00
39.43 , 1786 , 31 , 153.00 , 4699.43 , 22.00 , 105.00
39.43 , 1835 , 31 , 153.00 , 4715.43 , 22.00 , 105.00
39.12 , 1789 , 31 , 153.00 , 4700.41 , 22.00 , 105.00
39.74 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.12 , 1789 , 31 , 153.00 , 4700.41 , 22.00 , 105.00
39.12 , 1836 , 31 , 153.00 , 4715.76 , 22.00 , 105.00
39.12 , 1790 , 31 , 153.00 , 4700.73 , 22.00 , 105.00
39.74 , 1837 , 31 , 153.00 , 4716.09 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
40.05 , 1772 , 31 , 153.00 , 4694.85 , 22.00 , 105.00
39.12 , 1824 , 31 , 153.00 , 4711.84 , 22.00 , 105.00
39.43 , 1787 , 31 , 153.00 , 4699.75 , 22.00 , 105.00
39.12 , 1831 , 31 , 153.00 , 4714.13 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.74 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.74 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.43 , 1792 , 31 , 153.00 , 4701.39 , 22.00 , 105.00
39.12 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.43 , 1791 , 31 , 153.00 , 4701.06 , 22.00 , 105.00
39.12 , 1833 , 31 , 153.00 , 4714.78 , 22.00 , 105.00
39.12 , 1859 , 31 , 153.00 , 4723.27 , 22.00 , 105.00
39.12 , 1801 , 31 , 153.00 , 4704.33 , 22.00 , 105.00
39.74 , 1776 , 31 , 153.00 , 4696.16 , 22.00 , 105.00
39.12 , 1826 , 31 , 153.00 , 4712.49 , 22.00 , 105.00
39.74 , 1856 , 31 , 153.00 , 4722.29 , 22.00 , 105.00
39.74 , 1799 , 31 , 153.00 , 4703.67 , 22.00 , 105.00
40.05 , 1842 , 31 , 153.00 , 4717.72 , 22.00 , 105.00
40.99 , 1792 , 31 , 153.00 , 4701.39 , 23.00 , 105.00
42.23 , 1836 , 31 , 153.00 , 4715.76 , 24.00 , 105.00
43.48 , 1787 , 31 , 153.00 , 4699.75 , 24.00 , 105.00
45.66 , 1835 , 31 , 153.00 , 4715.43 , 25.00 , 105.00
47.22 , 1855 , 31 , 153.00 , 4721.97 , 26.00 , 105.00
50.02 , 1801 , 31 , 153.00 , 5243.49 , 27.00 , 105.00
51.27 , 1905 , 31 , 157.00 , 5294.45 , 28.00 , 105.00
53.45 , 1822 , 31 , 157.00 , 5253.78 , 29.00 , 105.00
54.39 , 1845 , 31 , 165.00 , 5265.05 , 29.00 , 105.00
55.32 , 1864 , 31 , 165.00 , 5274.36 , 30.00 , 105.00
56.57 , 1868 , 31 , 171.00 , 5276.32 , 30.00 , 105.00
57.19 , 1876 , 31 , 171.00 , 5280.24 , 30.00 , 105.00
57.50 , 1875 , 31 , 178.00 , 5279.75 , 30.00 , 105.00
58.44 , 1879 , 31 , 178.00 , 5281.71 , 31.00 , 105.00
58.44 , 1949 , 31 , 183.00 , 5316.01 , 31.00 , 105.00
60.00 , 1844 , 31 , 183.00 , 5264.56 , 32.00 , 105.00
60.93 , 1930 , 31 , 187.00 , 5306.70 , 33.00 , 105.00
61.87 , 1905 , 31 , 187.00 , 5294.45 , 34.00 , 105.00
63.73 , 1887 , 31 , 189.00 , 5285.63 , 34.00 , 105.00
64.36 , 1961 , 31 , 189.00 , 5321.89 , 35.00 , 105.00
65.92 , 1849 , 31 , 190.00 , 5169.01 , 36.00 , 105.00
67.79 , 1936 , 31 , 190.00 , 5211.64 , 36.00 , 105.00
68.10 , 1838 , 31 , 190.00 , 5163.62 , 37.00 , 105.00
67.47 , 1932 , 31 , 190.00 , 5209.68 , 37.00 , 105.00
68.41 , 1906 , 31 , 190.00 , 5196.94 , 38.00 , 105.00
72.15 , 1823 , 31 , 190.00 , 5156.27 , 38.00 , 105.00
70.90 , 1852 , 31 , 190.00 , 5170.48 , 38.00 , 105.00
70.59 , 1942 , 31 , 190.00 , 5214.58 , 38.00 , 105.00
72.15 , 1840 , 31 , 190.00 , 5164.60 , 40.00 , 105.00
73.08 , 1795 , 31 , 190.00 , 5142.55 , 40.00 , 105.00
73.08 , 1839 , 31 , 190.00 , 5164.11 , 40.00 , 105.00
74.02 , 1794 , 31 , 190.00 , 5142.06 , 40.00 , 105.00
75.26 , 1710 , 31 , 190.00 , 5100.90 , 41.00 , 105.00
74.95 , 1791 , 31 , 190.00 , 5140.59 , 41.00 , 105.00
74.95 , 1709 , 31 , 190.00 , 5100.41 , 40.00 , 105.00
75.58 , 1669 , 31 , 190.00 , 5080.81 , 41.00 , 105.00
75.89 , 1650 , 31 , 190.00 , 5071.50 , 40.00 , 105.00
75.89 , 1697 , 31 , 190.00 , 5094.53 , 40.00 , 105.00
73.71 , 1611 , 31 , 190.00 , 5052.39 , 39.00 , 105.00
73.40 , 1623 , 31 , 190.00 , 5058.27 , 37.00 , 105.00
72.77 , 1627 , 31 , 190.00 , 5060.23 , 36.00 , 105.00
72.46 , 1578 , 31 , 190.00 , 5036.22 , 36.00 , 105.00
71.84 , 1556 , 31 , 190.00 , 5025.44 , 35.00 , 105.00
71.53 , 1497 , 31 , 190.00 , 4995.79 , 34.00 , 105.00
71.53 , 1469 , 31 , 190.00 , 4975.22 , 34.00 , 105.00
72.15 , 1416 , 31 , 190.00 , 4936.26 , 33.00 , 105.00
70.28 , 1430 , 31 , 190.00 , 4946.55 , 32.00 , 105.00
68.10 , 1395 , 31 , 190.00 , 4920.83 , 30.00 , 105.00
64.36 , 1419 , 31 , 190.00 , 5016.62 , 27.00 , 105.00
62.49 , 1353 , 31 , 190.00 , 4951.94 , 26.00 , 105.00
60.62 , 1321 , 31 , 190.00 , 4920.58 , 25.00 , 105.00
59.37 , 1343 , 31 , 190.00 , 4942.14 , 25.00 , 105.00
58.44 , 1318 , 31 , 190.00 , 4917.64 , 25.00 , 105.00
58.13 , 1342 , 31 , 190.00 , 4941.16 , 25.00 , 105.00
57.19 , 1391 , 31 , 190.00 , 4989.18 , 25.00 , 105.00
56.26 , 1341 , 31 , 190.00 , 4940.18 , 25.00 , 105.00
57.50 , 1353 , 31 , 190.00 , 4951.94 , 25.00 , 105.00
57.50 , 1359 , 31 , 190.00 , 4957.82 , 25.00 , 105.00
57.19 , 1362 , 31 , 190.00 , 4960.76 , 25.00 , 105.00
56.26 , 1403 , 31 , 190.00 , 5000.94 , 25.00 , 105.00
55.94 , 1383 , 31 , 190.00 , 4981.34 , 24.00 , 105.00
54.70 , 1412 , 31 , 190.00 , 5009.76 , 24.00 , 105.00
53.14 , 1428 , 31 , 190.00 , 5025.44 , 23.00 , 105.00
51.58 , 1437 , 31 , 190.00 , 5034.26 , 23.00 , 105.00
49.71 , 1440 , 31 , 190.00 , 4591.30 , 22.00 , 105.00
48.47 , 1486 , 31 , 190.00 , 4602.57 , 22.00 , 105.00
46.91 , 1510 , 31 , 190.00 , 4609.27 , 22.00 , 105.00
46.60 , 1524 , 31 , 190.00 , 4613.84 , 22.00 , 105.00
45.66 , 1530 , 31 , 190.00 , 4615.80 , 22.00 , 105.00
45.04 , 1583 , 31 , 190.00 , 4633.11 , 22.00 , 105.00
44.41 , 1560 , 31 , 190.00 , 4625.60 , 22.00 , 105.00
43.79 , 1599 , 31 , 190.00 , 4638.34 , 22.00 , 105.00
43.79 , 1565 , 31 , 184.00 , 4627.23 , 22.00 , 105.00
43.79 , 1654 , 31 , 184.00 , 4656.31 , 22.00 , 105.00
43.48 , 1590 , 31 , 170.00 , 4635.40 , 22.00 , 105.00
43.48 , 1615 , 31 , 170.00 , 4643.57 , 22.00 , 105.00
42.23 , 1678 , 31 , 163.00 , 4664.15 , 22.00 , 105.00
43.17 , 1605 , 31 , 163.00 , 4640.30 , 22.00 , 105.00
42.23 , 1674 , 31 , 163.00 , 4662.84 , 22.00 , 105.00
42.54 , 1656 , 31 , 163.00 , 4656.96 , 22.00 , 105.00
41.92 , 1701 , 31 , 160.00 , 4671.66 , 22.00 , 105.00
42.23 , 1668 , 31 , 160.00 , 4660.88 , 22.00 , 105.00
41.61 , 1707 , 31 , 160.00 , 4673.62 , 22.00 , 105.00
41.92 , 1671 , 31 , 160.00 , 4661.86 , 22.00 , 105.00
41.61 , 1708 , 31 , 159.00 , 4673.95 , 22.00 , 105.00
42.23 , 1733 , 31 , 159.00 , 4682.11 , 22.00 , 105.00
42.23 , 1680 , 31 , 157.00 , 4664.80 , 22.00 , 105.00
42.86 , 1717 , 31 , 157.00 , 4676.89 , 22.00 , 105.00
43.17 , 1732 , 31 , 158.00 , 4681.79 , 23.00 , 105.00
44.73 , 1741 , 31 , 158.00 , 4684.73 , 24.00 , 105.00
45.04 , 1743 , 31 , 158.00 , 4685.38 , 24.00 , 105.00
46.60 , 1751 , 31 , 158.00 , 4687.99 , 25.00 , 105.00
47.53 , 1747 , 31 , 160.00 , 4686.69 , 25.00 , 105.00
49.09 , 1751 , 31 , 160.00 , 4687.99 , 26.00 , 105.00
49.71 , 1747 , 31 , 167.00 , 4686.69 , 27.00 , 105.00
51.27 , 1814 , 31 , 167.00 , 5249.86 , 27.00 , 105.00
51.89 , 1778 , 31 , 181.00 , 5232.22 , 27.00 , 105.00
53.45 , 1765 , 31 , 181.00 , 5225.85 , 28.00 , 105.00
53.76 , 1817 , 31 , 188.00 , 5251.33 , 29.00 , 105.00
56.26 , 1781 , 31 , 188.00 , 5233.69 , 29.00 , 105.00
56.88 , 1831 , 31 , 190.00 , 5258.19 , 30.00 , 105.00
59.06 , 1791 , 31 , 190.00 , 5238.59 , 31.00 , 105.00
60.93 , 1769 , 31 , 190.00 , 5227.81 , 32.00 , 105.00
62.18 , 1824 , 31 , 190.00 , 5254.76 , 33.00 , 105.00
63.42 , 1784 , 31 , 190.00 , 5235.16 , 33.00 , 105.00
64.67 , 1770 , 31 , 190.00 , 5228.30 , 34.00 , 105.00
65.29 , 1759 , 31 , 190.00 , 5124.91 , 34.00 , 105.00
65.92 , 1818 , 31 , 190.00 , 5153.82 , 35.00 , 105.00
67.79 , 1720 , 31 , 190.00 , 5105.80 , 35.00 , 105.00
69.03 , 1736 , 31 , 190.00 , 5113.64 , 36.00 , 105.00
69.34 , 1742 , 31 , 190.00 , 5116.58 , 36.00 , 105.00
70.90 , 1687 , 31 , 190.00 , 5089.63 , 37.00 , 105.00
71.21 , 1660 , 31 , 190.00 , 5076.40 , 37.00 , 105.00
73.08 , 1595 , 31 , 190.00 , 5044.55 , 38.00 , 105.00
73.40 , 1613 , 31 , 190.00 , 5053.37 , 38.00 , 105.00
73.40 , 1573 , 31 , 190.00 , 5033.77 , 37.00 , 105.00
72.46 , 1552 , 31 , 190.00 , 5023.48 , 36.00 , 105.00
70.28 , 1495 , 31 , 190.00 , 4994.33 , 34.00 , 105.00
69.34 , 1469 , 31 , 190.00 , 4975.22 , 32.00 , 105.00
67.47 , 1414 , 31 , 190.00 , 4934.79 , 30.00 , 105.00
65.29 , 1429 , 31 , 190.00 , 4945.81 , 29.00 , 105.00
64.05 , 1357 , 31 , 190.00 , 4955.86 , 27.00 , 105.00
61.24 , 1360 , 31 , 190.00 , 4958.80 , 26.00 , 105.00
59.68 , 1327 , 31 , 190.00 , 4926.46 , 25.00 , 105.00
58.13 , 1382 , 31 , 190.00 , 4980.36 , 25.00 , 105.00
56.88 , 1337 , 31 , 190.00 , 4936.26 , 24.00 , 105.00
55.32 , 1350 , 31 , 190.00 , 4949.00 , 24.00 , 105.00
54.07 , 1396 , 31 , 190.00 , 4994.08 , 23.00 , 105.00
52.20 , 1379 , 31 , 190.00 , 4977.42 , 22.00 , 105.00
50.02 , 1410 , 31 , 190.00 , 5007.80 , 22.00 , 105.00
48.15 , 1427 , 31 , 190.00 , 4588.12 , 22.00 , 105.00
47.53 , 1481 , 31 , 190.00 , 4601.35 , 22.00 , 105.00
47.22 , 1463 , 31 , 190.00 , 4596.93 , 22.00 , 105.00
46.60 , 1499 , 31 , 190.00 , 4605.75 , 22.00 , 105.00
46.28 , 1472 , 31 , 190.00 , 4599.14 , 22.00 , 105.00
45.66 , 1551 , 31 , 190.00 , 4622.66 , 22.00 , 105.00
45.04 , 1543 , 31 , 190.00 , 4620.05 , 22.00 , 105.00
45.04 , 1539 , 31 , 190.00 , 4618.74 , 22.00 , 105.00
45.04 , 1538 , 31 , 190.00 , 4618.41 , 22.00 , 105.00
44.41 , 1586 , 31 , 190.00 , 4634.09 , 22.00 , 105.00
44.41 , 1557 , 31 , 188.00 , 4624.62 , 22.00 , 105.00
43.79 , 1595 , 31 , 188.00 , 4637.03 , 22.00 , 105.00
43.48 , 1613 , 31 , 178.00 , 4642.91 , 22.00 , 105.00
43.17 , 1625 , 31 , 178.00 , 4646.83 , 22.00 , 105.00
42.86 , 1628 , 31 , 170.00 , 4647.81 , 22.00 , 105.00
43.48 , 1632 , 31 , 170.00 , 4649.12 , 22.00 , 105.00
42.54 , 1631 , 31 , 169.00 , 4648.79 , 22.00 , 105.00
42.54 , 1634 , 31 , 169.00 , 4649.77 , 22.00 , 105.00
42.23 , 1689 , 31 , 161.00 , 4667.74 , 22.00 , 105.00
42.23 , 1662 , 31 , 161.00 , 4658.92 , 22.00 , 105.00
41.92 , 1703 , 31 , 161.00 , 4672.31 , 22.00 , 105.00
42.23 , 1669 , 31 , 161.00 , 4661.21 , 22.00 , 105.00
42.23 , 1649 , 31 , 160.00 , 4654.67 , 22.00 , 105.00
42.23 , 1700 , 31 , 160.00 , 4671.33 , 22.00 , 105.00
40.99 , 1722 , 31 , 158.00 , 4678.52 , 22.00 , 105.00
41.61 , 1678 , 31 , 158.00 , 4664.15 , 22.00 , 105.00
41.61 , 1711 , 31 , 158.00 , 4674.93 , 22.00 , 105.00
41.61 , 1732 , 31 , 158.00 , 4681.79 , 22.00 , 105.00
40.99 , 1738 , 31 , 157.00 , 4683.75 , 22.00 , 105.00
41.61 , 1688 , 31 , 157.00 , 4667.41 , 22.00 , 105.00
40.99 , 1778 , 31 , 157.00 , 4696.81 , 22.00 , 105.00
41.30 , 1704 , 31 , 157.00 , 4672.64 , 22.00 , 105.00
40.99 , 1724 , 31 , 157.00 , 4679.17 , 22.00 , 105.00
40.67 , 1739 , 31 , 157.00 , 4684.07 , 22.00 , 105.00
40.67 , 1805 , 31 , 156.00 , 4705.63 , 22.00 , 105.00
40.99 , 1716 , 31 , 156.00 , 4676.56 , 22.00 , 105.00
40.36 , 1793 , 31 , 157.00 , 4701.71 , 22.00 , 105.00
41.30 , 1711 , 31 , 157.00 , 4674.93 , 22.00 , 105.00
40.36 , 1789 , 31 , 156.00 , 4700.41 , 22.00 , 105.00
40.36 , 1770 , 31 , 156.00 , 4694.20 , 22.00 , 105.00
